student_id,school_id,grade,gender,socioeconomic_band,device_access,internet_quality,enrollment_date,baseline_engagement_score,dropout_probability,dropped_out,dropout_day,dropout_date
STU02919,SCH086,8,Female,High,Own phone,Good,2025-08-02,0.913,0.079,False,,
STU02920,SCH081,8,Male,High,Laptop/Desktop,Good,2025-08-15,0.98,0.059,False,,
STU02921,SCH066,10,Male,Low,Laptop/Desktop,Good,2025-08-12,0.855,0.15,False,,
STU02922,SCH041,12,Male,Low,Laptop/Desktop,Good,2025-08-14,0.769,0.199,True,79.0,2025-10-19
STU02923,SCH047,8,Male,Low,Own phone,Moderate,2025-08-01,0.623,0.227,False,,
STU02924,SCH096,12,Female,Middle,Own phone,Poor,2025-08-10,0.602,0.356,False,,
STU02925,SCH073,10,Male,Low,Own phone,Moderate,2025-08-16,0.657,0.294,False,,
STU02926,SCH084,9,Female,Low,Own phone,Moderate,2025-08-20,0.763,0.158,False,,
STU02927,SCH082,7,Male,High,Own phone,Moderate,2025-08-08,0.901,0.076,False,,
STU02928,SCH034,6,Female,High,Laptop/Desktop,Moderate,2025-08-06,0.98,0.066,False,,
STU02929,SCH052,11,Male,Middle,Own phone,Good,2025-08-15,0.706,0.184,False,,
STU02930,SCH081,9,Male,Low,Laptop/Desktop,Moderate,2025-08-05,0.707,0.179,False,,
STU02931,SCH060,8,Male,Middle,Laptop/Desktop,Moderate,2025-08-19,0.98,0.065,False,,
STU02932,SCH038,11,Male,Low,Own phone,Good,2025-08-14,0.851,0.154,False,,
STU02933,SCH074,8,Male,Middle,Shared phone,Moderate,2025-08-20,0.517,0.356,False,,
STU02934,SCH059,11,Male,Middle,Laptop/Desktop,Moderate,2025-08-04,0.796,0.13,False,,
STU02935,SCH053,8,Male,Low,Shared phone,Good,2025-08-02,0.501,0.425,False,,
STU02936,SCH096,12,Female,High,Tablet,Moderate,2025-08-18,0.794,0.159,False,,
STU02937,SCH062,7,Male,Middle,Shared phone,Poor,2025-08-07,0.457,0.478,False,,
STU02938,SCH056,6,Female,Middle,Shared phone,Moderate,2025-08-08,0.629,0.278,False,,
STU02939,SCH063,10,Male,Low,Shared phone,Good,2025-08-06,0.568,0.476,True,31.0,2025-09-01
STU02940,SCH013,7,Male,Middle,Own phone,Poor,2025-08-09,0.765,0.163,False,,
STU02941,SCH062,12,Female,Low,Laptop/Desktop,Moderate,2025-08-19,0.616,0.268,True,32.0,2025-09-02
STU02942,SCH046,10,Male,Middle,Shared phone,Moderate,2025-08-15,0.809,0.2,False,,
STU02943,SCH058,7,Female,Low,Shared phone,Moderate,2025-08-02,0.518,0.417,True,63.0,2025-10-03
STU02944,SCH099,7,Male,Low,Tablet,Good,2025-08-19,0.954,0.1,True,57.0,2025-09-27
STU02945,SCH010,12,Male,Middle,Laptop/Desktop,Moderate,2025-08-10,0.87,0.103,False,,
STU02946,SCH052,9,Male,Middle,Own phone,Good,2025-08-15,0.852,0.102,False,,
STU02947,SCH020,11,Male,Middle,Tablet,Good,2025-08-08,0.98,0.082,False,,
STU02948,SCH005,6,Female,Middle,Shared phone,Moderate,2025-08-02,0.62,0.253,False,,
STU02949,SCH035,12,Female,Middle,Laptop/Desktop,Good,2025-08-09,0.88,0.108,False,,
STU02950,SCH049,9,Male,Middle,Tablet,Good,2025-08-08,0.98,0.056,False,,
STU02951,SCH001,10,Female,Low,Laptop/Desktop,Good,2025-08-01,0.927,0.12,False,,
STU02952,SCH043,8,Female,Low,Tablet,Moderate,2025-08-16,0.759,0.158,False,,
STU02953,SCH062,6,Female,Middle,Laptop/Desktop,Poor,2025-08-19,0.666,0.213,False,,
STU02954,SCH077,12,Female,Low,Own phone,Poor,2025-08-20,0.424,0.566,False,,
STU02955,SCH057,12,Non-binary,Middle,Tablet,Moderate,2025-08-06,0.98,0.07,False,,
STU02956,SCH087,8,Female,Middle,Tablet,Moderate,2025-08-14,0.872,0.1,False,,
STU02957,SCH056,12,Female,Low,Shared phone,Moderate,2025-08-12,0.376,0.612,False,,
STU02958,SCH008,7,Male,Middle,Laptop/Desktop,Good,2025-08-13,0.98,0.066,False,,
STU02959,SCH030,7,Male,Middle,Tablet,Good,2025-08-17,0.98,0.062,False,,
STU02960,SCH050,6,Female,Middle,Laptop/Desktop,Poor,2025-08-08,0.942,0.108,False,,
STU02961,SCH038,8,Male,High,Own phone,Good,2025-08-06,0.98,0.062,False,,
STU02962,SCH036,6,Female,Low,Laptop/Desktop,Poor,2025-08-11,0.695,0.282,False,,
STU02963,SCH092,8,Male,Low,Own phone,Moderate,2025-08-14,0.603,0.254,False,,
STU02964,SCH095,6,Female,Low,Laptop/Desktop,Good,2025-08-10,0.98,0.083,False,,
STU02965,SCH087,10,Female,Middle,Shared phone,Poor,2025-08-07,0.325,0.686,False,,
STU02966,SCH088,11,Female,Low,Own phone,Moderate,2025-08-02,0.529,0.351,True,44.0,2025-09-14
STU02967,SCH094,10,Male,High,Shared phone,Good,2025-08-13,0.943,0.126,False,,
STU02968,SCH022,7,Female,Low,Tablet,Good,2025-08-01,0.98,0.094,False,,
STU02969,SCH006,10,Female,Middle,Own phone,Good,2025-08-10,0.971,0.087,False,,
STU02970,SCH098,7,Male,Middle,Laptop/Desktop,Poor,2025-08-13,0.851,0.13,False,,
STU02971,SCH038,10,Female,Low,Laptop/Desktop,Moderate,2025-08-10,0.68,0.239,False,,
STU02972,SCH019,9,Male,Middle,Own phone,Moderate,2025-08-11,0.971,0.067,False,,
STU02973,SCH093,8,Female,Middle,Laptop/Desktop,Poor,2025-08-06,0.791,0.172,False,,
STU02974,SCH071,6,Female,Middle,Tablet,Good,2025-08-06,0.932,0.088,False,,
STU02975,SCH060,11,Female,Middle,Own phone,Poor,2025-08-18,0.639,0.29,False,,
STU02976,SCH002,12,Female,Middle,Own phone,Good,2025-08-19,0.899,0.092,False,,
STU02977,SCH047,10,Female,Middle,Shared phone,Poor,2025-08-04,0.421,0.567,True,78.0,2025-10-18
STU02978,SCH023,12,Male,Middle,Shared phone,Moderate,2025-08-05,0.48,0.433,True,63.0,2025-10-03
STU02979,SCH083,12,Male,Middle,Own phone,Poor,2025-08-08,0.534,0.365,False,,
STU02980,SCH051,7,Female,Middle,Own phone,Poor,2025-08-15,0.545,0.279,False,,
STU02981,SCH064,10,Female,Low,Own phone,Moderate,2025-08-02,0.538,0.316,True,42.0,2025-09-12
STU02982,SCH074,8,Male,Middle,Laptop/Desktop,Good,2025-08-17,0.98,0.068,False,,
STU02983,SCH078,9,Female,Low,Shared phone,Moderate,2025-08-01,0.53,0.431,True,57.0,2025-09-27
STU02984,SCH020,7,Male,High,Laptop/Desktop,Moderate,2025-08-18,0.967,0.069,False,,
STU02985,SCH059,12,Male,Low,Laptop/Desktop,Moderate,2025-08-01,0.903,0.134,False,,
STU02986,SCH034,10,Female,Middle,Tablet,Good,2025-08-18,0.98,0.081,False,,
STU02987,SCH022,7,Male,Low,Own phone,Good,2025-08-20,0.787,0.161,False,,
STU02988,SCH090,8,Male,Low,Shared phone,Moderate,2025-08-17,0.25,0.671,True,41.0,2025-09-11
STU02989,SCH041,8,Male,Low,Laptop/Desktop,Good,2025-08-21,0.963,0.097,False,,
STU02990,SCH097,10,Male,Middle,Tablet,Good,2025-08-10,0.98,0.07,False,,
STU02991,SCH023,12,Female,Low,Laptop/Desktop,Good,2025-08-14,0.854,0.163,False,,
STU02992,SCH044,8,Male,Low,Shared phone,Good,2025-08-14,0.712,0.296,False,,
STU02993,SCH037,9,Female,Low,Own phone,Moderate,2025-08-01,0.649,0.226,False,,
STU02994,SCH013,9,Female,Low,Own phone,Poor,2025-08-19,0.66,0.285,True,51.0,2025-09-21
STU02995,SCH089,8,Non-binary,High,Tablet,Moderate,2025-08-15,0.964,0.067,False,,
STU02996,SCH082,9,Female,Middle,Tablet,Poor,2025-08-09,0.456,0.353,False,,
STU02997,SCH069,6,Male,Middle,Shared phone,Moderate,2025-08-05,0.636,0.259,False,,
STU02998,SCH096,7,Male,Middle,Shared phone,Moderate,2025-08-15,0.603,0.327,False,,
STU02999,SCH023,8,Male,Middle,Shared phone,Moderate,2025-08-21,0.731,0.216,False,,
STU03000,SCH022,12,Male,High,Shared phone,Moderate,2025-08-04,0.66,0.299,True,41.0,2025-09-11
STU03001,SCH031,8,Male,Low,Shared phone,Moderate,2025-08-20,0.543,0.417,False,,
STU03002,SCH048,7,Non-binary,High,Shared phone,Good,2025-08-12,0.84,0.145,True,49.0,2025-09-19
STU03003,SCH074,10,Male,Middle,Own phone,Poor,2025-08-17,0.721,0.247,False,,
STU03004,SCH019,12,Male,Low,Tablet,Poor,2025-08-03,0.684,0.34,False,,
STU03005,SCH027,9,Male,High,Laptop/Desktop,Moderate,2025-08-03,0.98,0.058,False,,
STU03006,SCH085,6,Female,Low,Own phone,Moderate,2025-08-14,0.553,0.278,False,,
STU03007,SCH052,10,Female,High,Shared phone,Moderate,2025-08-06,0.393,0.515,False,,
STU03008,SCH002,8,Female,High,Tablet,Good,2025-08-08,0.98,0.059,False,,
STU03009,SCH072,10,Female,Low,Own phone,Poor,2025-08-14,0.471,0.5,False,,
STU03010,SCH062,7,Female,Low,Shared phone,Moderate,2025-08-05,0.399,0.504,False,,
STU03011,SCH094,6,Male,Middle,Own phone,Good,2025-08-08,0.98,0.056,False,,
STU03012,SCH019,8,Male,Low,Laptop/Desktop,Moderate,2025-08-08,0.684,0.207,False,,
STU03013,SCH013,10,Male,Middle,Own phone,Moderate,2025-08-08,0.951,0.078,False,,
STU03014,SCH019,8,Male,Low,Laptop/Desktop,Poor,2025-08-15,0.597,0.353,True,45.0,2025-09-15
STU03015,SCH094,7,Male,Low,Shared phone,Moderate,2025-08-04,0.497,0.414,False,,
STU03016,SCH002,9,Male,Middle,Shared phone,Poor,2025-08-20,0.473,0.465,True,40.0,2025-09-10
STU03017,SCH011,10,Male,Middle,Shared phone,Moderate,2025-08-16,0.654,0.275,False,,
STU03018,SCH066,6,Female,Middle,Tablet,Moderate,2025-08-01,0.97,0.063,False,,
STU03019,SCH061,10,Male,Middle,Own phone,Good,2025-08-12,0.98,0.092,True,71.0,2025-10-11
STU03020,SCH087,10,Female,Low,Own phone,Moderate,2025-08-04,0.761,0.224,True,32.0,2025-09-02
STU03021,SCH034,8,Female,Middle,Laptop/Desktop,Poor,2025-08-04,0.83,0.152,False,,
STU03022,SCH049,12,Female,Low,Own phone,Good,2025-08-15,0.804,0.16,False,,
STU03023,SCH020,11,Male,Low,Shared phone,Moderate,2025-08-06,0.385,0.602,False,,
STU03024,SCH061,8,Male,Low,Tablet,Good,2025-08-12,0.646,0.257,False,,
STU03025,SCH013,6,Female,Middle,Shared phone,Moderate,2025-08-06,0.742,0.186,False,,
STU03026,SCH043,8,Male,Low,Own phone,Good,2025-08-07,0.763,0.156,True,55.0,2025-09-25
STU03027,SCH006,7,Female,Low,Laptop/Desktop,Good,2025-08-15,0.98,0.098,False,,
STU03028,SCH006,9,Female,Middle,Own phone,Poor,2025-08-14,0.584,0.295,False,,
STU03029,SCH048,12,Female,Low,Own phone,Moderate,2025-08-01,0.742,0.196,False,,
STU03030,SCH090,11,Female,High,Own phone,Moderate,2025-08-19,0.697,0.194,False,,
STU03031,SCH064,8,Male,Low,Shared phone,Moderate,2025-08-13,0.45,0.46,True,66.0,2025-10-06
STU03032,SCH069,8,Female,Low,Own phone,Moderate,2025-08-06,0.792,0.152,False,,
STU03033,SCH079,6,Female,High,Own phone,Good,2025-08-03,0.98,0.068,False,,
STU03034,SCH009,9,Female,Middle,Shared phone,Moderate,2025-08-11,0.661,0.248,False,,
STU03035,SCH080,6,Male,Middle,Shared phone,Poor,2025-08-15,0.428,0.526,True,65.0,2025-10-05
STU03036,SCH030,12,Non-binary,Middle,Own phone,Good,2025-08-01,0.98,0.076,False,,
STU03037,SCH037,11,Male,Low,Own phone,Moderate,2025-08-07,0.713,0.229,False,,
STU03038,SCH092,7,Male,Middle,Own phone,Moderate,2025-08-20,0.628,0.177,False,,
STU03039,SCH055,10,Male,Middle,Laptop/Desktop,Good,2025-08-03,0.98,0.076,False,,
STU03040,SCH002,9,Female,Middle,Shared phone,Good,2025-08-17,0.925,0.115,False,,
STU03041,SCH063,11,Female,Low,Shared phone,Good,2025-08-06,0.425,0.59,True,31.0,2025-09-01
STU03042,SCH023,9,Male,Low,Laptop/Desktop,Moderate,2025-08-11,0.591,0.266,True,76.0,2025-10-16
STU03043,SCH003,7,Female,Low,Shared phone,Moderate,2025-08-17,0.469,0.495,True,60.0,2025-09-30
STU03044,SCH079,10,Female,Middle,Laptop/Desktop,Poor,2025-08-21,0.835,0.187,False,,
STU03045,SCH053,6,Female,Low,Tablet,Good,2025-08-13,0.928,0.098,False,,
STU03046,SCH087,9,Female,High,Own phone,Good,2025-08-05,0.98,0.073,False,,
STU03047,SCH028,7,Female,Low,Shared phone,Good,2025-08-02,0.849,0.208,True,54.0,2025-09-24
STU03048,SCH064,10,Female,Middle,Own phone,Moderate,2025-08-16,0.603,0.204,True,48.0,2025-09-18
STU03049,SCH074,11,Female,Low,Laptop/Desktop,Moderate,2025-08-13,0.672,0.262,True,66.0,2025-10-06
STU03050,SCH014,6,Male,Middle,Shared phone,Good,2025-08-17,0.53,0.338,False,,
STU03051,SCH014,8,Male,Middle,Tablet,Poor,2025-08-21,0.784,0.171,False,,
STU03052,SCH054,10,Female,Middle,Laptop/Desktop,Moderate,2025-08-18,0.853,0.111,True,49.0,2025-09-19
STU03053,SCH095,7,Female,Middle,Tablet,Good,2025-08-11,0.98,0.058,False,,
STU03054,SCH034,9,Female,Middle,Shared phone,Good,2025-08-15,0.904,0.134,False,,
STU03055,SCH050,10,Female,Low,Tablet,Moderate,2025-08-14,0.565,0.318,False,,
STU03056,SCH003,8,Female,Middle,Tablet,Good,2025-08-05,0.816,0.113,False,,
STU03057,SCH071,11,Female,Middle,Shared phone,Poor,2025-08-07,0.079,0.72,False,,
STU03058,SCH071,9,Male,Low,Laptop/Desktop,Moderate,2025-08-02,0.859,0.152,False,,
STU03059,SCH074,10,Male,Middle,Shared phone,Poor,2025-08-08,0.483,0.549,False,,
STU03060,SCH034,7,Male,Middle,Laptop/Desktop,Moderate,2025-08-04,0.975,0.067,False,,
STU03061,SCH062,6,Male,Low,Shared phone,Moderate,2025-08-19,0.36,0.536,False,,
STU03062,SCH034,6,Male,Low,Shared phone,Moderate,2025-08-19,0.654,0.336,False,,
STU03063,SCH015,12,Male,Middle,Tablet,Moderate,2025-08-16,0.98,0.082,False,,
STU03064,SCH042,11,Male,Middle,Shared phone,Moderate,2025-08-09,0.626,0.286,False,,
STU03065,SCH089,11,Male,Middle,Shared phone,Moderate,2025-08-01,0.453,0.443,True,37.0,2025-09-07
STU03066,SCH059,7,Male,Middle,Shared phone,Good,2025-08-12,0.957,0.11,False,,
STU03067,SCH044,9,Male,Low,Laptop/Desktop,Poor,2025-08-01,0.483,0.445,True,33.0,2025-09-03
STU03068,SCH088,11,Male,Low,Shared phone,Moderate,2025-08-01,0.405,0.582,False,,
STU03069,SCH006,10,Female,Low,Tablet,Poor,2025-08-04,0.241,0.696,True,74.0,2025-10-14
STU03070,SCH074,6,Female,Low,Own phone,Poor,2025-08-11,0.436,0.49,False,,
STU03071,SCH075,11,Female,Low,Own phone,Moderate,2025-08-16,0.491,0.37,True,32.0,2025-09-02
STU03072,SCH025,7,Female,Low,Own phone,Good,2025-08-09,0.954,0.1,False,,
STU03073,SCH013,7,Female,Middle,Own phone,Moderate,2025-08-17,0.801,0.099,False,,
STU03074,SCH032,12,Female,Middle,Laptop/Desktop,Moderate,2025-08-12,0.973,0.075,False,,
STU03075,SCH079,9,Female,Low,Laptop/Desktop,Poor,2025-08-19,0.641,0.335,True,57.0,2025-09-27
STU03076,SCH064,8,Male,Middle,Laptop/Desktop,Poor,2025-08-08,0.818,0.141,False,,
STU03077,SCH029,9,Female,Low,Tablet,Good,2025-08-07,0.926,0.115,False,,
STU03078,SCH088,12,Female,Middle,Laptop/Desktop,Moderate,2025-08-02,0.884,0.106,False,,
STU03079,SCH027,6,Female,High,Laptop/Desktop,Good,2025-08-05,0.98,0.058,False,,
STU03080,SCH023,10,Female,Middle,Own phone,Good,2025-08-01,0.793,0.139,False,,
STU03081,SCH018,8,Male,Low,Laptop/Desktop,Moderate,2025-08-04,0.814,0.158,False,,
STU03082,SCH096,6,Male,Low,Shared phone,Poor,2025-08-20,0.075,0.72,False,,
STU03083,SCH069,8,Female,Middle,Shared phone,Good,2025-08-12,0.98,0.104,False,,
STU03084,SCH027,9,Male,Low,Own phone,Good,2025-08-13,0.829,0.127,False,,
STU03085,SCH073,7,Female,High,Own phone,Moderate,2025-08-09,0.859,0.107,False,,
STU03086,SCH077,8,Male,Middle,Own phone,Moderate,2025-08-14,0.839,0.107,False,,
STU03087,SCH018,10,Male,Low,Own phone,Moderate,2025-08-12,0.523,0.373,True,70.0,2025-10-10
STU03088,SCH058,9,Male,Middle,Own phone,Moderate,2025-08-20,0.81,0.1,False,,
STU03089,SCH009,10,Female,Middle,Laptop/Desktop,Good,2025-08-17,0.926,0.092,False,,
STU03090,SCH021,11,Male,Middle,Own phone,Moderate,2025-08-12,0.804,0.124,False,,
STU03091,SCH006,8,Male,High,Own phone,Moderate,2025-08-17,0.882,0.092,False,,
STU03092,SCH039,8,Male,High,Tablet,Moderate,2025-08-13,0.959,0.079,True,68.0,2025-10-08
STU03093,SCH006,9,Female,Low,Tablet,Moderate,2025-08-21,0.889,0.127,True,53.0,2025-09-23
STU03094,SCH049,9,Female,Low,Laptop/Desktop,Good,2025-08-11,0.921,0.095,False,,
STU03095,SCH075,6,Female,Low,Own phone,Moderate,2025-08-18,0.692,0.199,False,,
STU03096,SCH090,8,Female,Middle,Shared phone,Good,2025-08-04,0.464,0.413,True,54.0,2025-09-24
STU03097,SCH019,7,Male,Middle,Laptop/Desktop,Moderate,2025-08-04,0.98,0.065,False,,
STU03098,SCH042,8,Female,Low,Shared phone,Moderate,2025-08-07,0.555,0.371,False,,
STU03099,SCH100,12,Female,High,Tablet,Poor,2025-08-18,0.759,0.216,True,45.0,2025-09-15
STU03100,SCH062,9,Male,Low,Own phone,Moderate,2025-08-19,0.618,0.226,True,66.0,2025-10-06
STU03101,SCH050,8,Male,Middle,Own phone,Good,2025-08-09,0.857,0.091,False,,
STU03102,SCH087,9,Non-binary,High,Laptop/Desktop,Poor,2025-08-10,0.98,0.111,False,,
STU03103,SCH005,10,Male,Low,Own phone,Good,2025-08-11,0.833,0.152,False,,
STU03104,SCH005,8,Male,Low,Shared phone,Moderate,2025-08-05,0.591,0.352,True,84.0,2025-10-24
STU03105,SCH010,8,Male,Low,Tablet,Good,2025-08-12,0.797,0.146,False,,
STU03106,SCH080,10,Female,High,Shared phone,Moderate,2025-08-18,0.745,0.24,True,69.0,2025-10-09
STU03107,SCH071,6,Female,Low,Shared phone,Good,2025-08-16,0.551,0.454,False,,
STU03108,SCH059,9,Male,High,Own phone,Moderate,2025-08-02,0.98,0.062,False,,
STU03109,SCH075,9,Female,Middle,Own phone,Poor,2025-08-08,0.72,0.197,True,41.0,2025-09-11
STU03110,SCH054,10,Female,Middle,Tablet,Good,2025-08-14,0.977,0.077,False,,
STU03111,SCH077,12,Male,High,Own phone,Moderate,2025-08-13,0.765,0.159,False,,
STU03112,SCH074,11,Female,Middle,Own phone,Moderate,2025-08-15,0.458,0.325,True,28.0,2025-08-29
STU03113,SCH043,9,Female,Middle,Own phone,Good,2025-08-16,0.939,0.067,False,,
STU03114,SCH096,7,Female,Middle,Laptop/Desktop,Moderate,2025-08-07,0.834,0.118,False,,
STU03115,SCH034,9,Female,Low,Shared phone,Good,2025-08-10,0.512,0.443,False,,
STU03116,SCH046,11,Male,Low,Laptop/Desktop,Moderate,2025-08-04,0.968,0.113,False,,
STU03117,SCH080,12,Female,Low,Own phone,Good,2025-08-16,0.796,0.185,False,,
STU03118,SCH041,11,Female,Middle,Own phone,Moderate,2025-08-10,0.559,0.249,False,,
STU03119,SCH023,7,Female,Middle,Tablet,Good,2025-08-08,0.98,0.067,False,,
STU03120,SCH041,10,Male,Middle,Own phone,Good,2025-08-16,0.806,0.131,False,,
STU03121,SCH012,11,Female,Low,Own phone,Good,2025-08-20,0.744,0.226,False,,
STU03122,SCH067,10,Female,Middle,Laptop/Desktop,Good,2025-08-19,0.893,0.11,False,,
STU03123,SCH036,10,Male,Middle,Laptop/Desktop,Good,2025-08-03,0.98,0.078,False,,
STU03124,SCH068,9,Female,Middle,Own phone,Moderate,2025-08-18,0.865,0.1,True,46.0,2025-09-16
STU03125,SCH064,10,Male,High,Tablet,Poor,2025-08-12,0.895,0.138,False,,
STU03126,SCH025,8,Female,Low,Own phone,Moderate,2025-08-03,0.846,0.136,False,,
STU03127,SCH037,6,Female,Low,Tablet,Moderate,2025-08-09,0.773,0.164,False,,
STU03128,SCH035,11,Female,Middle,Shared phone,Poor,2025-08-05,0.238,0.72,True,40.0,2025-09-10
STU03129,SCH011,12,Male,Low,Shared phone,Good,2025-08-06,0.749,0.29,False,,
STU03130,SCH066,11,Female,Middle,Own phone,Poor,2025-08-13,0.697,0.241,False,,
STU03131,SCH044,8,Female,Middle,Shared phone,Moderate,2025-08-09,0.691,0.236,False,,
STU03132,SCH096,6,Male,Low,Tablet,Moderate,2025-08-15,0.642,0.265,False,,
STU03133,SCH090,7,Female,High,Shared phone,Good,2025-08-17,0.632,0.292,False,,
STU03134,SCH061,11,Male,Low,Shared phone,Moderate,2025-08-01,0.475,0.564,True,64.0,2025-10-04
STU03135,SCH060,10,Non-binary,Middle,Tablet,Poor,2025-08-18,0.575,0.334,False,,
STU03136,SCH071,12,Male,Middle,Own phone,Moderate,2025-08-03,0.64,0.235,False,,
STU03137,SCH046,8,Female,Middle,Laptop/Desktop,Moderate,2025-08-01,0.98,0.063,False,,
STU03138,SCH040,9,Female,Low,Shared phone,Poor,2025-08-02,0.547,0.53,False,,
STU03139,SCH094,11,Male,High,Shared phone,Moderate,2025-08-02,0.874,0.153,False,,
STU03140,SCH086,7,Female,High,Shared phone,Good,2025-08-08,0.766,0.192,True,43.0,2025-09-13
STU03141,SCH099,12,Female,Middle,Own phone,Good,2025-08-18,0.827,0.125,False,,
STU03142,SCH092,9,Male,Middle,Shared phone,Poor,2025-08-15,0.556,0.426,True,64.0,2025-10-04
STU03143,SCH079,6,Male,Middle,Tablet,Moderate,2025-08-10,0.98,0.068,False,,
STU03144,SCH087,6,Female,Middle,Shared phone,Moderate,2025-08-20,0.602,0.313,False,,
STU03145,SCH047,11,Female,Middle,Laptop/Desktop,Good,2025-08-11,0.98,0.074,False,,
STU03146,SCH048,10,Male,Middle,Own phone,Good,2025-08-02,0.959,0.077,False,,
STU03147,SCH079,10,Male,High,Tablet,Poor,2025-08-01,0.655,0.291,False,,
STU03148,SCH080,11,Male,Middle,Shared phone,Moderate,2025-08-11,0.393,0.494,False,,
STU03149,SCH050,8,Female,Low,Shared phone,Good,2025-08-05,0.471,0.467,True,67.0,2025-10-07
STU03150,SCH089,11,Female,High,Own phone,Poor,2025-08-08,0.735,0.228,False,,
STU03151,SCH088,12,Female,Low,Own phone,Good,2025-08-07,0.76,0.205,True,63.0,2025-10-03
STU03152,SCH006,7,Female,Low,Own phone,Moderate,2025-08-09,0.801,0.162,False,,
STU03153,SCH054,10,Male,High,Own phone,Good,2025-08-21,0.807,0.126,False,,
STU03154,SCH005,8,Female,Low,Shared phone,Moderate,2025-08-02,0.392,0.506,True,54.0,2025-09-24
STU03155,SCH011,8,Female,Low,Laptop/Desktop,Good,2025-08-03,0.98,0.083,False,,
STU03156,SCH027,8,Male,Middle,Shared phone,Good,2025-08-07,0.694,0.21,True,64.0,2025-10-04
STU03157,SCH031,11,Female,High,Shared phone,Poor,2025-08-16,0.456,0.561,False,,
STU03158,SCH041,6,Female,Low,Own phone,Good,2025-08-06,0.927,0.107,False,,
STU03159,SCH033,8,Male,Middle,Own phone,Poor,2025-08-06,0.564,0.301,False,,
STU03160,SCH079,10,Female,Low,Own phone,Moderate,2025-08-16,0.63,0.291,False,,
STU03161,SCH027,6,Male,Middle,Tablet,Moderate,2025-08-13,0.932,0.067,False,,
STU03162,SCH063,11,Female,Low,Own phone,Moderate,2025-08-14,0.576,0.339,False,,
STU03163,SCH034,12,Female,Low,Tablet,Moderate,2025-08-14,0.808,0.182,False,,
STU03164,SCH035,6,Male,High,Shared phone,Moderate,2025-08-14,0.61,0.285,True,50.0,2025-09-20
STU03165,SCH037,7,Female,Middle,Shared phone,Poor,2025-08-12,0.462,0.5,True,43.0,2025-09-13
STU03166,SCH015,12,Male,High,Laptop/Desktop,Moderate,2025-08-11,0.98,0.082,True,62.0,2025-10-02
STU03167,SCH025,7,Female,High,Shared phone,Poor,2025-08-17,0.8,0.255,False,,
STU03168,SCH013,6,Male,High,Own phone,Moderate,2025-08-08,0.864,0.082,False,,
STU03169,SCH028,12,Female,Middle,Own phone,Good,2025-08-07,0.927,0.092,False,,
STU03170,SCH019,11,Male,Low,Tablet,Moderate,2025-08-06,0.693,0.24,True,41.0,2025-09-11
STU03171,SCH061,10,Male,High,Shared phone,Good,2025-08-18,0.77,0.256,False,,
STU03172,SCH062,9,Female,Middle,Laptop/Desktop,Moderate,2025-08-01,0.828,0.092,False,,
STU03173,SCH014,12,Female,Low,Own phone,Moderate,2025-08-05,0.694,0.241,False,,
STU03174,SCH062,10,Male,Middle,Laptop/Desktop,Poor,2025-08-04,0.798,0.181,False,,
STU03175,SCH075,10,Male,Low,Own phone,Poor,2025-08-08,0.744,0.293,False,,
STU03176,SCH012,11,Female,Middle,Tablet,Moderate,2025-08-05,0.658,0.209,False,,
STU03177,SCH047,10,Male,Middle,Own phone,Moderate,2025-08-11,0.671,0.177,False,,
STU03178,SCH005,9,Female,Middle,Laptop/Desktop,Moderate,2025-08-21,0.98,0.058,False,,
STU03179,SCH017,8,Female,Low,Own phone,Moderate,2025-08-09,0.677,0.187,True,42.0,2025-09-12
STU03180,SCH092,9,Male,Low,Laptop/Desktop,Good,2025-08-21,0.907,0.114,False,,
STU03181,SCH091,9,Female,High,Tablet,Moderate,2025-08-07,0.98,0.06,False,,
STU03182,SCH019,8,Female,Middle,Own phone,Poor,2025-08-17,0.486,0.348,True,46.0,2025-09-16
STU03183,SCH081,8,Male,Middle,Shared phone,Moderate,2025-08-03,0.666,0.228,False,,
STU03184,SCH073,11,Male,Middle,Shared phone,Moderate,2025-08-13,0.557,0.405,False,,
STU03185,SCH079,8,Female,High,Laptop/Desktop,Good,2025-08-16,0.98,0.068,False,,
STU03186,SCH077,6,Female,Middle,Laptop/Desktop,Poor,2025-08-15,0.894,0.137,False,,
STU03187,SCH031,7,Female,Middle,Shared phone,Moderate,2025-08-20,0.798,0.178,False,,
STU03188,SCH080,7,Male,Low,Shared phone,Moderate,2025-08-13,0.484,0.461,True,68.0,2025-10-08
